blastcode,minename,pitname,benchname,zonename,blastdate,blasttime,rock_name,rock_density,burden,holedia,spacing,hole_depth,sremming_length,bench_height,face_length,hole_angle,total_rows,hole_blasted,expcode,column_charge_density,avg_column_charge_length,avg_col_weight,base_exp_density,avg_base_exp_length,base_exp_weight,booster_length,production_ton_therotical,prodution_therotical_vol,total_explosive_kg,drill_factor,ton_recover,tot_stem,total_drill_mtr,flyrock,air_blast,ppv,total_exp_cost,blast_accessoriesdelay_cost,drillcostperm,drilling_cost,total_drill,man_power_and_accociated_cost,man_power_cost,actual_pf_(ton/kg),theoretical_pf_(ton/kg),frag_over_size,frag_under_size,frag_in_range
1794,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-02-04,14:11:02,SANDSTONE,2.35,6.97,381.0,8.41,19.0,6.94,19.0,40.0,0.0,2.0,8,11,1.15,6.31,826.69,0.0,0.0,0,0.8,0.0,0.0,6627.04,0.0,0.0,55.52,152.0,0.0,0.0,6.71,387577.76,4775.4,0.0,0.0,152.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
1795,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-02-07,14:23:17,SANDSTONE,2.35,5.08,381.0,9.58,19.0,6.71,19.0,40.0,0.0,3.0,13,11,1.15,6.28,823.48,0.0,0.0,0,0.8,26944.63,11465.8,10727.22,109.09,0.0,87.29,247.0,0.0,0.0,6.71,627385.53,4775.4,0.0,0.0,247.0,0.0,0.0,0.0,2.51,10.0,0.0,80.0
1841,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-02-10,02:34:10,SANDSTONE,2.35,5.57,381.0,8.87,18.0,11.62,18.0,40.0,0.0,4.0,18,11,1.15,6.37,836.08,0.0,0.0,0,0.4,0.0,0.0,15079.55,0.0,0.0,209.08,324.0,0.0,0.0,6.71,881627.37,4775.4,0.0,0.0,324.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2003,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2024-02-28,11:00:46,SANDSTONE,2.35,8.18,381.0,9.98,19.0,7.0,19.0,40.0,0.0,7.0,18,11,1.15,6.5,851.78,0.0,0.0,0,0.8,67242.1,28613.66,15361.56,196.61,0.0,126.0,342.0,0.0,0.0,6.71,897677.03,4775.4,0.0,0.0,342.0,0.0,0.0,0.0,4.38,10.0,0.0,80.0
2004,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2024-02-28,11:01:26,SANDSTONE,2.35,6.8,381.0,10.71,19.0,7.0,19.0,40.0,0.0,4.0,11,11,1.15,6.5,851.78,0.0,0.0,0,0.8,34793.94,14805.93,9387.62,166.48,0.0,77.0,209.0,0.0,0.0,6.71,548580.41,4775.4,0.0,0.0,209.0,0.0,0.0,0.0,3.71,10.0,0.0,80.0
2005,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2024-02-28,11:08:44,SANDSTONE,2.35,9.59,381.0,8.39,19.0,7.0,19.0,40.0,0.0,5.0,16,11,1.15,6.5,851.78,0.0,0.0,0,0.8,0.0,0.0,13654.72,0.0,0.0,112.0,304.0,0.0,0.0,6.71,797935.14,4775.4,0.0,0.0,304.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2040,Gevra,Contractual Patches,Between E & F Top OB,Godhara Patch Gem 481,2024-03-01,13:38:33,SANDSTONE,2.35,3.34,150.0,3.55,10.0,5.8,10.0,40.0,0.0,7.0,51,11,1.15,4.19,85.3,0.0,0.0,0,0.4,16117.71,6858.6,4360.5,31.6,0.0,295.8,510.0,0.0,0.0,6.71,191256.58,4775.4,0.0,0.0,510.0,0.0,0.0,0.0,3.7,10.0,0.0,80.0
2051,Gevra,West Section,E (coal),16 cum L and T make shovel,2024-03-04,14:14:30,SANDSTONE,2.35,5.98,150.0,8.0,10.0,2.0,10.0,40.0,0.0,4.0,32,11,1.15,6.0,121.87,0.0,0.0,0,0.8,0.0,0.0,3955.84,0.0,0.0,64.0,320.0,0.0,0.0,6.71,249716.77,4775.4,0.0,0.0,320.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2052,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-03-05,12:00:41,SANDSTONE,2.35,9.49,381.0,10.23,19.0,5.84,19.0,40.0,0.0,6.0,23,11,1.15,7.15,938.28,0.0,0.0,0,0.8,97965.18,41687.31,21620.69,224.18,0.0,134.32,437.0,0.0,0.0,6.71,1262941.64,4775.4,0.0,0.0,437.0,0.0,0.0,0.0,4.53,10.0,0.0,80.0
2054,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2024-03-05,02:58:55,SANDSTONE,2.35,4.05,381.0,8.66,19.0,13.25,19.0,40.0,0.0,1.0,9,11,1.15,5.75,753.5,0.0,0.0,0,0.4,0.0,0.0,6799.5,0.0,0.0,119.25,171.0,0.0,0.0,6.71,399230.6,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2066,Gevra,West Section,E (coal),16 cum L and T make shovel,2024-03-08,12:55:48,SHALY COAL,1.65,11.0,150.0,12.0,10.0,2.0,10.0,40.0,0.0,8.0,75,11,1.15,6.0,121.87,0.0,0.0,0,0.8,0.0,0.0,9271.5,0.0,0.0,150.0,750.0,0.0,0.0,6.71,585273.68,4775.4,0.0,0.0,750.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2072,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-03-09,02:30:17,SANDSTONE,2.35,6.58,381.0,11.71,19.0,6.9,19.0,40.0,0.0,4.0,11,11,1.15,6.09,799.36,0.0,0.0,0,0.8,0.0,0.0,8812.21,0.0,0.0,75.9,209.0,0.0,0.0,6.71,515843.04,4775.4,0.0,0.0,209.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2082,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-03-12,13:54:14,SANDSTONE,2.35,7.09,381.0,10.31,19.0,5.75,19.0,40.0,0.0,4.0,15,11,1.15,6.31,826.82,0.0,0.0,0,0.8,0.0,0.0,12428.66,0.0,0.0,86.3,285.0,0.0,0.0,6.71,727222.14,4775.4,0.0,0.0,285.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2084,Gevra,East Section,LK Bottom seam,42 cum shovel CAT and PV,2024-03-13,13:58:27,COAL,2.35,9.15,381.0,11.04,19.0,6.89,19.0,40.0,0.0,3.0,19,11,1.15,6.11,800.54,0.0,0.0,0,0.8,0.0,0.0,15240.66,0.0,0.0,130.91,361.0,0.0,0.0,6.71,891038.4,4775.4,0.0,0.0,361.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2085,Gevra,East Section,LK Bottom seam,42 cum shovel CAT and PV,2024-03-14,14:10:51,COAL,2.35,7.69,381.0,10.54,19.0,7.09,19.0,40.0,0.0,4.0,26,11,1.15,5.83,764.29,0.0,0.0,0,0.8,0.0,0.0,19913.96,0.0,0.0,184.39,494.0,0.0,0.0,6.71,1165272.08,4775.4,0.0,0.0,494.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2102,Gevra,East Section,LK Bottom seam,42 cum shovel CAT and PV,2024-03-15,14:05:19,COAL,2.35,5.43,381.0,10.91,19.0,11.98,19.0,40.0,0.0,2.0,14,11,1.15,5.73,751.16,0.0,0.0,0,0.49,0.0,0.0,10542.78,0.0,0.0,167.75,266.0,0.0,0.0,6.71,618475.86,4775.4,0.0,0.0,266.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2130,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-03-17,02:08:38,SANDSTONE,2.35,5.76,381.0,8.93,19.0,7.01,19.0,40.0,0.0,3.0,20,11,1.15,6.57,862.26,0.0,0.0,0,0.8,0.0,0.0,17280.08,0.0,0.0,140.2,380.0,0.0,0.0,6.71,1010403.29,4775.4,0.0,0.0,380.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2131,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-03-18,01:54:57,SANDSTONE,2.35,6.15,381.0,8.8,18.0,6.38,18.0,40.0,0.0,3.0,8,11,1.15,6.11,800.67,0.0,0.0,0,0.8,0.0,0.0,6418.96,0.0,0.0,51.04,144.0,0.0,0.0,6.71,375586.87,4775.4,0.0,0.0,144.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2202,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-02,13:58:00,SANDSTONE,2.35,6.73,389.0,8.48,11.03,8.41,15.0,40.0,0.0,6.0,31,11,1.15,2.61,356.89,0.0,0.0,0,0.4,0.0,0.0,11081.27,0.0,0.0,260.79,342.0,0.0,0.0,6.71,646166.02,4775.4,0.0,0.0,342.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2203,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-03,14:10:43,SANDSTONE,2.35,5.69,389.0,9.45,19.0,6.92,19.0,40.0,0.0,2.0,15,11,1.15,6.07,829.32,0.0,0.0,0,0.8,0.0,0.0,12465.81,0.0,0.0,103.85,285.0,0.0,0.0,6.71,729223.87,4775.4,0.0,0.0,285.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2204,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-05,14:05:19,SANDSTONE,2.35,6.23,381.0,8.88,19.0,6.61,19.0,40.0,0.0,3.0,16,11,1.15,6.6,866.03,0.0,0.0,0,0.8,0.0,0.0,13884.1,0.0,0.0,105.72,304.0,0.0,0.0,6.71,811695.48,4775.4,0.0,0.0,304.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2227,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-09,14:31:06,SHALY COAL,2.35,5.52,381.0,5.9,5.08,4.38,3.0,40.0,0.0,5.0,24,11,1.15,0.69,91.67,0.0,0.0,0,0.4,0.0,0.0,2204.8,0.0,0.0,105.14,122.0,0.0,0.0,6.71,129056.8,4775.4,0.0,0.0,122.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2228,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-11,14:34:30,SANDSTONE,2.35,6.6,381.0,7.68,19.0,7.01,19.0,40.0,0.0,3.0,15,11,1.15,6.48,850.47,0.0,0.0,0,0.8,0.0,0.0,12782.55,0.0,0.0,105.15,285.0,0.0,0.0,6.71,747327.29,4775.4,0.0,0.0,285.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2229,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-12,14:38:00,SANDSTONE,2.35,5.53,381.0,7.85,19.0,8.26,19.0,40.0,0.0,3.0,11,11,1.15,6.73,882.94,0.0,0.0,0,0.69,0.0,0.0,9732.04,0.0,0.0,90.85,209.0,0.0,0.0,6.71,569085.89,4775.4,0.0,0.0,209.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2230,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-12,14:39:20,SANDSTONE,2.35,5.85,381.0,8.29,19.0,7.32,19.0,40.0,0.0,4.0,18,11,1.15,6.67,875.37,0.0,0.0,0,0.8,39548.53,16829.16,15787.98,115.64,0.0,131.76,342.0,0.0,0.0,6.71,923005.9,0.0,0.0,0.0,342.0,0.0,0.0,0.0,2.5,10.0,0.0,80.0
2239,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-15,14:30:30,SANDSTONE,2.35,6.75,381.0,7.75,17.0,6.95,19.0,40.0,0.0,4.0,16,11,1.15,5.34,700.05,0.0,0.0,0,0.8,38699.49,16467.87,11223.04,142.28,38699.49,111.2,272.0,0.0,0.0,6.71,656094.0,537.6,0.0,0.0,272.0,0.0,0.0,3.45,3.45,10.0,0.0,80.0
2267,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-17,14:26:16,SANDSTONE,2.35,6.63,381.0,4.88,19.0,0.0,19.0,40.0,0.0,3.0,1,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9619.2,0.0,0.0,116.18,247.0,0.0,0.0,6.71,562387.2,4775.4,0.0,0.0,247.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2267,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-17,14:26:16,SANDSTONE,2.35,6.06,381.0,8.75,19.0,9.68,19.0,40.0,0.0,3.0,12,11,1.15,6.09,800.0,0.0,0.0,0,0.63,0.0,0.0,9619.2,0.0,0.0,116.18,247.0,0.0,0.0,6.71,562387.2,4775.4,0.0,0.0,247.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2304,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-21,14:21:14,SANDSTONE,2.35,7.41,381.0,8.69,19.0,6.56,19.0,40.0,0.0,5.0,20,11,1.15,7.43,974.28,0.0,0.0,0,0.8,0.0,0.0,19525.6,0.0,0.0,131.16,380.0,0.0,0.0,6.71,1141959.12,4775.4,0.0,0.0,380.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2305,Gevra,East Section,LK Bottom seam,42 cum shovel CAT and PV,2024-04-22,13:49:20,SHALY COAL,2.35,6.48,381.0,5.79,6.0,4.85,6.0,40.0,0.0,9.0,56,11,1.15,1.13,150.0,0.0,0.0,0,0.4,0.0,0.0,8416.8,0.0,0.0,271.6,336.0,0.0,0.0,6.71,492088.8,4775.4,0.0,0.0,336.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2306,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-23,14:36:42,SANDSTONE,2.35,7.29,381.0,8.51,19.0,7.13,19.0,40.0,0.0,3.0,15,11,1.15,6.86,900.27,0.0,0.0,0,0.8,0.0,0.0,13530.9,0.0,0.0,106.95,285.0,0.0,0.0,6.71,791024.54,4775.4,0.0,0.0,285.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2307,Gevra,West Section,F (coal),16 cum L and T make shovel,2024-04-24,14:07:52,SHALY COAL,2.35,3.65,259.0,4.61,9.0,6.52,10.0,40.0,0.0,3.0,20,11,1.15,2.48,150.0,0.0,0.0,0,0.4,0.0,0.0,3006.0,0.0,0.0,130.4,180.0,0.0,0.0,6.71,175746.0,4775.4,0.0,0.0,180.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2308,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-24,14:06:47,SANDSTONE,2.35,6.45,381.0,8.42,19.0,6.75,18.0,40.0,0.0,3.0,12,11,1.15,7.25,950.0,0.0,0.0,0,0.8,0.0,0.0,11422.68,0.0,0.0,81.0,228.0,0.0,0.0,6.71,667781.88,4775.4,0.0,0.0,228.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2324,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-26,14:53:16,SANDSTONE,2.35,8.01,381.0,7.51,19.0,6.56,18.0,40.0,0.0,3.0,14,11,1.15,6.42,842.83,0.0,0.0,0,0.8,0.0,0.0,11823.24,0.0,0.0,91.9,266.0,0.0,0.0,6.71,691246.83,4775.4,0.0,0.0,266.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2344,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-28,14:43:42,SANDSTONE,2.35,7.33,381.0,8.93,19.0,6.65,19.0,40.0,0.0,4.0,16,11,1.15,5.34,700.39,0.0,0.0,0,0.8,0.0,0.0,11228.48,0.0,0.0,106.4,304.0,0.0,0.0,6.71,656407.89,4775.4,0.0,0.0,304.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2345,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-29,14:06:07,SANDSTONE,2.35,6.24,381.0,8.5,17.0,5.65,19.0,40.0,0.0,3.0,12,11,1.15,5.34,700.39,0.0,0.0,0,0.8,0.0,0.0,8421.36,0.0,0.0,67.8,204.0,0.0,0.0,6.71,492305.92,4775.4,0.0,0.0,204.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2346,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-04-29,13:50:22,SANDSTONE,2.35,9.03,381.0,8.05,19.0,6.15,19.0,40.0,0.0,6.0,16,11,1.15,6.59,864.68,0.0,0.0,0,0.8,0.0,0.0,13857.6,0.0,0.0,98.32,304.0,0.0,0.0,6.71,808276.76,4775.4,0.0,0.0,304.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2347,Gevra,West Section,E & F (coal),16 cum L and T make shovel,2024-04-30,15:04:20,SHALY COAL,2.35,3.71,259.0,5.08,9.5,4.03,9.0,40.0,0.0,4.0,22,11,1.15,2.55,154.09,0.0,0.0,0,0.8,9267.51,3943.62,3397.0,44.34,0.0,88.65,209.0,0.0,0.0,6.71,198690.0,4775.4,0.0,0.0,209.0,0.0,0.0,0.0,2.73,10.0,0.0,80.0
2348,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-04,15:01:20,SANDSTONE,2.35,8.11,381.0,8.3,18.0,9.09,19.0,40.0,0.0,8.0,18,11,1.15,5.44,713.33,0.0,0.0,0,0.64,0.0,0.0,12865.69,0.0,0.0,163.6,324.0,0.0,0.0,6.71,752193.46,4775.4,0.0,0.0,324.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2373,Gevra,West Section,E & F (coal),16 cum L and T make shovel,2024-05-08,15:10:07,SHALY COAL,2.35,3.59,259.0,4.56,9.5,4.19,9.0,40.0,0.0,6.0,23,11,1.15,2.8,170.0,0.0,0.0,0,0.8,0.0,0.0,3919.2,0.0,0.0,96.37,218.5,0.0,0.0,6.71,229664.2,4775.4,0.0,0.0,218.5,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2374,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-08,14:24:20,SANDSTONE,2.35,7.88,381.0,8.2,19.0,6.0,19.0,40.0,0.0,3.0,13,11,1.15,6.2,814.62,0.0,0.0,0,0.8,0.0,0.0,10611.3,0.0,0.0,78.02,247.0,0.0,0.0,6.71,620436.3,4775.4,0.0,0.0,247.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2408,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-10,14:27:47,SANDSTONE,2.35,8.78,381.0,7.9,18.55,6.86,19.0,40.0,0.0,4.0,11,11,1.15,6.01,786.45,0.0,0.0,0,0.8,0.0,0.0,8668.55,0.0,0.0,75.44,204.0,0.0,0.0,6.71,506921.42,4775.4,0.0,0.0,204.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2409,Gevra,West Section,E & F (coal),16 cum L and T make shovel,2024-05-11,13:55:48,SHALY COAL,2.35,3.86,259.0,4.58,7.91,5.99,9.0,40.0,0.0,5.0,38,11,1.15,1.91,115.79,0.0,0.0,0,0.4,0.0,0.0,4410.5,0.0,0.0,227.73,300.7,0.0,0.0,6.71,258510.5,4775.4,0.0,0.0,300.7,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2410,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-14,14:12:05,SANDSTONE,2.35,6.98,381.0,7.91,18.05,12.59,18.0,40.0,0.0,3.0,19,11,1.15,5.45,714.73,0.0,0.0,0,0.4,0.0,0.0,13610.22,0.0,0.0,239.21,343.0,0.0,0.0,6.71,796939.02,4775.4,0.0,0.0,343.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2411,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-15,15:03:39,SANDSTONE,2.35,14.42,381.0,16.36,18.6,12.79,19.0,40.0,0.0,3.0,10,11,1.15,5.79,760.0,0.0,0.0,0,0.4,0.0,0.0,7615.2,0.0,0.0,127.94,186.0,0.0,0.0,6.71,445223.2,4775.4,0.0,0.0,186.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2412,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-16,14:34:12,SANDSTONE,2.35,7.44,381.0,8.17,18.0,6.12,19.0,40.0,0.0,4.0,9,11,1.15,5.88,770.0,0.0,0.0,0,0.8,0.0,0.0,6944.4,0.0,0.0,55.08,162.0,0.0,0.0,6.71,406211.4,4775.4,0.0,0.0,162.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2417,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-17,14:36:25,SANDSTONE,2.35,6.68,381.0,10.47,16.56,11.7,18.0,40.0,0.0,3.0,14,11,1.15,4.85,635.71,0.0,0.0,0,0.4,0.0,0.0,8918.53,0.0,0.0,163.81,231.8,0.0,0.0,6.71,521701.73,4775.4,0.0,0.0,231.8,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2418,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-18,15:01:54,SANDSTONE,2.35,9.97,381.0,10.6,19.0,7.85,18.0,40.0,0.0,2.0,6,11,1.15,5.71,750.0,0.0,0.0,0,0.73,0.0,0.0,4509.0,0.0,0.0,47.12,114.0,0.0,0.0,6.71,263619.0,4775.4,0.0,0.0,114.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2429,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-19,14:42:03,SANDSTONE,2.35,7.25,381.0,6.73,19.0,6.77,19.0,40.0,0.0,5.0,15,11,1.15,5.71,750.0,0.0,0.0,0,0.8,0.0,0.0,11272.5,0.0,0.0,101.55,285.0,0.0,0.0,6.71,659047.5,4775.4,0.0,0.0,285.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2430,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-20,14:14:46,SANDSTONE,2.35,7.2,381.0,9.3,18.18,12.09,19.0,40.0,0.0,4.0,14,11,1.15,6.08,797.86,0.0,0.0,0,0.4,0.0,0.0,11192.4,0.0,0.0,169.19,254.5,0.0,0.0,6.71,654387.4,4775.4,0.0,0.0,254.5,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2464,Gevra,West Section,E & F (coal),16 cum L and T make shovel,2024-05-23,14:16:23,SANDSTONE,2.35,2.97,259.0,4.81,5.0,4.17,9.0,40.0,0.0,3.0,23,11,1.15,0.82,50.0,0.0,0.0,0,0.4,0.0,0.0,1152.3,0.0,0.0,95.91,115.0,0.0,0.0,6.71,67369.3,4775.4,0.0,0.0,115.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2465,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-23,14:46:22,SANDSTONE,2.35,5.34,381.0,8.9,18.0,6.43,19.0,40.0,0.0,3.0,8,11,1.15,6.03,791.25,0.0,0.0,0,0.8,0.0,0.0,6343.4,0.0,0.0,51.46,144.0,0.0,0.0,6.71,371150.4,4775.4,0.0,0.0,144.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2466,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-24,13:55:11,SANDSTONE,2.35,5.63,381.0,7.72,19.0,6.89,19.0,40.0,0.0,1.0,9,11,1.15,6.09,800.0,0.0,0.0,0,0.8,0.0,0.0,7214.4,0.0,0.0,62.01,171.0,0.0,0.0,6.71,421790.4,4775.4,0.0,0.0,171.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2467,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-25,15:07:45,SANDSTONE,2.35,7.52,381.0,8.67,19.0,6.39,19.0,40.0,0.0,5.0,9,11,1.15,6.09,800.0,0.0,0.0,0,0.8,0.0,0.0,7214.4,0.0,0.0,57.51,171.0,0.0,0.0,6.71,421790.4,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2468,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-26,14:54:11,SANDSTONE,2.35,5.8,381.0,9.13,19.0,8.6,19.0,40.0,0.0,3.0,14,11,1.15,6.09,800.0,0.0,0.0,0,0.69,33056.7,14066.68,11222.4,124.27,0.0,120.46,266.0,0.0,0.0,6.71,656118.4,4775.4,0.0,0.0,266.0,0.0,0.0,0.0,2.95,10.0,0.0,80.0
2469,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-05-26,15:17:44,SANDSTONE,2.35,5.89,381.0,9.13,19.0,11.39,15.0,40.0,0.0,3.0,28,11,1.15,6.09,800.0,0.0,0.0,0,0.5,0.0,0.0,22444.8,0.0,0.0,318.92,532.0,0.0,0.0,6.71,1312236.8,4775.4,0.0,0.0,532.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2526,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-07,14:36:22,SANDSTONE,2.35,6.08,381.0,6.9,19.0,6.51,19.0,40.0,0.0,2.0,15,11,1.15,6.48,850.0,0.0,0.0,0,0.8,0.0,0.0,12775.5,0.0,0.0,97.65,285.0,0.0,0.0,6.71,746920.5,4775.4,0.0,0.0,285.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2527,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-08,13:59:38,SANDSTONE,2.35,8.62,381.0,6.82,19.0,6.01,19.0,40.0,0.0,7.0,21,11,1.15,6.48,850.0,0.0,0.0,0,0.8,53730.09,22863.87,17885.7,134.66,0.0,126.21,399.0,0.0,0.0,6.71,1045688.7,4775.4,0.0,0.0,399.0,0.0,0.0,0.0,3.0,10.0,0.0,80.0
2528,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-09,15:29:16,SANDSTONE,2.35,6.08,381.0,12.84,15.0,8.02,19.0,40.0,0.0,3.0,15,11,1.15,4.57,600.0,0.0,0.0,0,0.61,0.0,0.0,9018.0,0.0,0.0,120.3,225.0,0.0,0.0,6.71,527238.0,4775.4,0.0,0.0,225.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2529,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-10,14:25:11,SANDSTONE,2.35,7.2,381.0,7.57,19.0,6.51,19.0,40.0,0.0,5.0,16,11,1.15,6.48,850.0,0.0,0.0,0,0.8,0.0,0.0,13627.2,0.0,0.0,104.16,304.0,0.0,0.0,6.71,796715.2,4775.4,0.0,0.0,304.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
2557,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2024-06-18,14:52:55,SANDSTONE,2.35,6.71,381.0,8.7,19.0,6.39,19.0,40.0,0.0,4.0,10,11,1.15,6.09,800.0,0.0,0.0,0,0.8,0.0,0.0,8017.0,0.0,0.0,63.9,190.0,0.0,0.0,6.71,469097.0,4775.4,0.0,0.0,190.0,0.0,0.0,0.0,0.0,10.0,0.0,80.0
