blastcode,minename,pitname,benchname,zonename,blastdate,blasttime,rock_name,rock_density,burden,holedia,spacing,hole_depth,sremming_length,bench_height,face_length,hole_angle,total_rows,hole_blasted,expcode,column_charge_density,avg_column_charge_length,avg_col_weight,base_exp_density,avg_base_exp_length,base_exp_weight,booster_length,production_ton_therotical,prodution_therotical_vol,total_explosive_kg,drill_factor,ton_recover,tot_stem,total_drill_mtr,flyrock,air_blast,ppv,total_exp_cost,blast_accessoriesdelay_cost,drillcostperm,drilling_cost,total_drill,man_power_and_accociated_cost,man_power_cost,actual_pf_(ton/kg),theoretical_pf_(ton/kg),frag_over_size,frag_under_size,frag_in_range
224,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-01,14:45:17,SANDSTONE,2.35,8.0,381.0,9.0,17.16,6.5,19.0,0.0,0.0,9.0,19,11,1.15,5.34,793.16,0.0,0.0,0,0.01,61081.2,25992.0,15100.4,187.37,0.0,123.5,326.0,0.0,0.0,6.71,1164533.56,5796.0,500.0,95000.0,326.0,0.0,0.0,0.0,4.05,2.0,0.01,0.7
229,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-02,11:08:50,SANDSTONE,2.35,8.0,381.0,9.0,18.8,6.5,19.0,0.0,0.0,5.0,36,11,1.15,6.23,816.6,0.0,0.0,0,0.01,115732.8,49248.0,29458.8,171.0,115732.8,234.0,676.8,20.0,0.0,6.71,2272098.0,13608.0,500.0,338400.0,676.8,0.0,0.0,3.93,3.93,10.0,10.0,80.0
236,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-05,01:40:07,SANDSTONE,2.35,8.35,381.0,9.0,18.2,5.94,19.0,40.0,0.0,7.0,21,11,1.15,6.26,816.03,0.0,0.0,0,0.8,70464.4,29984.85,17175.9,184.37,67529.0,124.74,382.2,10.0,0.0,6.71,1325051.0,22476.0,500.0,191100.0,382.2,0.0,0.0,3.93,4.1,10.0,10.0,80.0
237,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-05,02:17:37,SANDSTONE,2.35,8.96,381.0,10.31,19.0,6.55,20.0,40.0,0.0,6.0,21,11,1.15,6.44,845.22,0.0,0.0,0,0.8,91176.69,38798.59,17786.37,228.51,67654.0,137.55,399.0,10.0,0.0,6.71,1371623.0,22022.4,500.0,199500.0,399.0,0.0,0.0,3.8,5.13,10.0,10.0,80.0
240,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-04,10:26:25,SANDSTONE,2.35,8.75,381.0,8.2,19.0,6.54,19.0,0.0,0.0,7.0,21,11,1.15,6.45,845.2,0.0,0.0,0,0.01,67276.39,28628.25,17789.94,168.61,67276.39,137.34,399.0,0.0,0.0,6.71,1372608.0,8440.0,500.0,199500.0,399.0,0.0,0.0,3.78,3.78,10.0,0.0,80.0
244,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-02,12:05:16,SANDSTONE,2.35,9.0,381.0,9.0,19.1,6.1,19.0,0.0,0.0,2.0,7,11,1.15,6.99,915.7,0.0,0.0,0,0.01,25316.55,10773.0,6424.39,189.35,25316.55,42.7,133.7,0.0,0.0,6.71,495653.3,2872.8,500.0,95000.0,133.7,0.0,0.0,3.94,3.94,10.0,0.0,80.0
245,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-03,12:17:15,SANDSTONE,2.35,8.0,381.0,9.0,19.0,6.55,19.0,0.0,0.0,6.0,18,11,1.15,6.44,844.0,0.0,0.0,0,0.01,57866.4,24624.0,15225.3,169.2,57866.4,117.9,342.0,0.0,0.0,6.71,1174520.0,6216.0,500.0,171000.0,342.0,0.0,0.0,3.8,3.8,10.0,0.0,80.0
248,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-30,14:57:26,SANDSTONE,2.35,8.0,381.0,9.0,15.0,6.03,15.0,0.0,0.0,4.0,8,11,1.15,4.96,650.0,0.0,0.0,0,0.01,20304.0,8640.0,5212.0,169.2,20304.0,48.24,120.0,0.0,0.0,6.71,402147.9,4188.0,500.0,60000.0,120.0,0.0,0.0,3.9,3.9,10.0,0.0,80.0
249,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-29,15:16:56,SANDSTONE,2.35,8.5,381.0,9.0,16.0,6.0,16.0,0.0,0.0,4.0,12,11,1.15,5.78,757.5,0.0,0.0,0,0.01,34516.8,14688.0,9110.04,179.78,34516.8,72.0,192.0,0.0,0.0,6.71,702788.1,3024.0,500.0,96000.0,192.0,0.0,0.0,3.79,3.79,10.0,0.0,80.0
250,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-28,15:26:09,SANDSTONE,2.35,8.0,381.0,9.0,16.0,6.0,16.0,0.0,0.0,5.0,15,11,1.15,0.0,700.0,0.0,0.0,0,0.01,40608.0,17280.0,10518.9,169.2,40608.0,90.0,240.0,0.0,0.0,6.71,810906.5,4788.0,500.0,120000.0,240.0,0.0,0.0,3.86,3.86,10.0,0.0,80.0
251,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-27,15:31:54,SANDSTONE,2.35,7.5,381.0,8.5,19.0,6.0,19.0,0.0,0.0,6.0,23,11,1.15,5.39,706.08,0.0,0.0,0,0.01,65468.06,27858.75,16269.05,149.81,65468.06,138.0,437.0,0.0,0.0,6.71,1254185.08,6148.8,500.0,218500.0,437.0,0.0,0.0,4.02,4.02,10.0,0.0,80.0
252,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-21,15:44:44,SANDSTONE,2.35,8.0,381.0,9.0,17.2,7.36,17.2,0.0,0.0,5.0,14,11,1.15,5.83,763.5,0.0,0.0,0,0.01,40743.36,17337.6,10712.1,169.2,40743.36,103.04,240.8,0.0,0.0,6.71,826315.9,5241.6,500.0,120400.0,240.8,0.0,0.0,3.8,3.8,10.0,0.0,80.0
253,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-20,15:53:32,SANDSTONE,2.35,8.5,381.0,9.0,19.0,6.79,19.0,0.0,0.0,5.0,44,11,1.15,6.2,812.7,0.0,0.0,0,0.01,150291.9,63954.0,35829.64,179.78,150291.9,298.76,836.0,0.0,0.0,6.71,2762986.93,15246.0,500.0,418000.0,836.0,0.0,0.0,4.19,4.19,10.0,0.0,80.0
254,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-19,15:59:52,SANDSTONE,2.35,8.0,381.0,9.0,19.0,6.0,19.0,0.0,0.0,2.0,8,11,1.15,0.0,850.0,0.0,0.0,0,0.0,25718.4,10944.0,6814.08,169.2,25718.4,48.0,152.0,0.0,0.0,6.71,525546.09,3049.2,500.0,76000.0,152.0,0.0,0.0,3.77,3.77,10.0,0.0,80.0
255,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-18,16:13:19,SANDSTONE,2.35,8.5,381.0,9.0,18.5,6.09,18.5,0.0,0.0,4.0,14,11,1.15,6.4,839.2,0.0,0.0,0,0.01,46561.73,19813.5,11772.88,179.78,46561.73,85.26,259.0,0.0,0.0,6.71,907967.9,3880.8,500.0,129500.0,259.0,0.0,0.0,3.95,3.95,10.0,0.0,80.0
256,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-18,16:21:57,SANDSTONE,2.35,9.0,321.0,10.0,19.0,6.0,19.0,0.0,0.0,7.0,28,11,1.15,0.0,896.7,0.0,0.0,0,0.0,112518.0,47880.0,25145.4,211.5,112518.0,168.0,532.0,0.0,0.0,6.71,1937482.01,8870.4,450.0,239400.0,532.0,0.0,0.0,4.47,4.47,10.0,0.0,80.0
257,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-17,16:29:27,SANDSTONE,2.35,8.5,381.0,9.0,19.0,6.37,19.0,0.0,0.0,6.0,24,11,1.15,6.62,867.45,0.0,0.0,0,0.01,81977.4,34884.0,20861.04,179.78,81977.4,152.88,456.0,0.0,0.0,6.71,1608823.06,8618.4,500.0,228000.0,456.0,0.0,0.0,3.93,3.93,10.0,0.0,80.0
258,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-05,16:37:00,SANDSTONE,2.35,8.0,381.0,10.0,19.0,6.0,19.0,0.0,0.0,5.0,22,11,1.15,0.0,890.0,0.0,0.0,0,0.01,78584.0,33440.0,19615.64,188.0,78584.0,132.0,418.0,0.0,0.0,6.71,1512230.92,6552.0,500.0,209000.0,418.0,0.0,0.0,4.01,4.01,10.0,0.0,80.0
259,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-04,16:44:12,SANDSTONE,2.35,8.5,381.0,9.0,19.0,6.27,19.0,0.0,0.0,6.0,26,11,1.15,6.72,880.0,0.0,0.0,0,0.01,88808.85,37791.0,22917.96,179.78,88808.85,163.02,494.0,0.0,0.0,6.71,1766324.65,8870.4,500.0,247000.0,494.0,0.0,0.0,3.88,3.88,10.0,0.0,80.0
260,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-04,16:48:43,SANDSTONE,2.35,8.5,381.0,9.0,19.0,6.35,19.0,0.0,0.0,6.0,19,11,1.15,6.64,870.0,0.0,0.0,0,0.01,64898.78,27616.5,16568.0,179.78,64898.78,120.65,361.0,0.0,0.0,6.71,1278335.58,5922.0,500.0,180500.0,361.0,0.0,0.0,3.92,3.92,10.0,0.0,80.0
261,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-02,16:54:42,SANDSTONE,2.35,8.5,381.0,9.0,19.0,6.42,19.0,0.0,0.0,5.0,25,11,1.15,6.57,861.2,0.0,0.0,0,0.01,85393.13,36337.5,21572.5,179.78,85393.13,160.5,475.0,0.0,0.0,6.71,1663533.55,8820.0,500.0,237500.0,475.0,0.0,0.0,3.96,3.96,10.0,0.0,80.0
263,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-05,11:58:01,SANDSTONE,2.35,8.5,381.0,9.0,19.0,6.65,19.0,0.0,0.0,7.0,27,11,1.15,6.34,831.09,0.0,0.0,0,0.01,92224.58,39244.5,22481.28,179.78,92224.58,179.55,513.0,0.0,0.0,6.71,1733286.0,8618.4,500.0,256500.0,513.0,0.0,0.0,4.1,4.1,10.0,0.0,80.0
264,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-05,12:08:51,SANDSTONE,2.35,8.0,381.0,10.0,19.0,6.0,19.0,0.0,0.0,5.0,22,11,1.15,6.79,889.58,0.0,0.0,0,0.01,78584.0,33440.0,19606.4,188.0,78584.0,132.0,418.0,0.0,0.0,6.71,1511520.83,6552.0,500.0,209000.0,418.0,0.0,0.0,4.01,4.01,10.0,0.0,80.0
265,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-06,12:19:27,SANDSTONE,2.35,8.5,381.0,9.0,19.0,6.87,19.0,0.0,0.0,6.0,24,11,1.15,6.12,802.5,0.0,0.0,0,0.01,81977.4,34884.0,19294.32,179.78,81977.4,164.88,456.0,0.0,0.0,6.71,1487361.0,7610.4,500.0,228000.0,456.0,0.0,0.0,4.25,4.25,10.0,0.0,80.0
266,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-06,12:31:43,SANDSTONE,2.35,8.0,381.0,9.0,19.0,6.0,19.0,0.0,0.0,6.0,24,11,1.15,0.0,800.0,0.0,0.0,0,0.0,77155.2,32832.0,19240.08,169.2,77155.2,144.0,456.0,0.0,0.0,6.71,1483963.0,8895.6,500.0,228000.0,456.0,0.0,0.0,4.01,4.01,10.0,0.0,80.0
267,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-01,13:44:04,SANDSTONE,2.35,8.25,381.0,9.0,19.0,6.74,19.0,0.0,0.0,4.0,28,11,1.15,6.25,818.92,0.0,0.0,0,0.01,92827.35,39501.0,22975.68,174.49,92827.35,188.72,532.0,0.0,0.0,6.71,1771826.0,10357.2,500.0,266000.0,532.0,0.0,0.0,4.04,4.04,10.0,0.0,80.0
268,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-07,13:53:31,SANDSTONE,2.35,8.5,381.0,9.0,17.5,5.33,17.5,0.0,0.0,5.0,15,11,1.15,6.16,806.6,0.0,0.0,0,0.01,47190.94,20081.25,12123.0,179.78,47190.94,79.95,262.5,0.0,0.0,6.71,934863.9,5115.6,500.0,131250.0,262.5,0.0,0.0,3.89,3.89,10.0,0.0,80.0
269,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-07,14:01:56,SANDSTONE,2.35,8.5,381.0,9.0,18.0,5.89,18.0,0.0,0.0,4.0,13,11,1.15,6.1,800.0,0.0,0.0,0,0.01,42067.35,17901.0,10420.93,179.78,42067.35,76.57,234.0,0.0,0.0,6.71,803649.1,4082.4,500.0,117000.0,234.0,0.0,0.0,4.04,4.04,10.0,0.0,80.0
272,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-09,15:57:11,SANDSTONE,2.35,8.9,381.0,9.0,19.0,5.81,19.0,0.0,0.0,6.0,24,11,1.15,7.18,940.8,0.0,0.0,0,0.01,85835.16,36525.6,22619.28,188.24,85835.16,139.44,456.0,0.0,0.0,6.71,1743655.0,22971.6,500.0,228000.0,456.0,0.0,0.0,3.79,3.79,10.0,0.0,80.0
273,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-09,16:03:19,SANDSTONE,2.35,8.5,381.0,8.5,19.0,6.5,19.0,0.0,0.0,6.0,12,11,1.15,6.49,850.0,0.0,0.0,0,0.01,38711.55,16473.0,10218.72,169.79,38711.55,78.0,228.0,0.0,0.0,6.71,787813.6,12330.0,500.0,114000.0,228.0,0.0,0.0,3.79,3.79,10.0,0.0,80.0
274,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-14,16:07:59,SANDSTONE,2.35,8.5,381.0,9.0,19.0,6.0,19.0,0.0,0.0,2.0,9,11,1.15,0.0,900.0,0.0,0.0,0,0.0,30741.53,13081.5,8116.11,179.78,30741.53,54.0,171.0,0.0,0.0,6.71,625878.8,8925.0,500.0,85500.0,171.0,0.0,0.0,3.79,3.79,10.0,0.0,80.0
275,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-14,16:14:30,SANDSTONE,2.35,9.0,381.0,9.0,19.5,6.44,19.5,0.0,0.0,7.0,34,11,1.15,7.05,923.23,0.0,0.0,0,0.01,126202.05,53703.0,31451.02,190.35,126202.05,218.96,663.0,0.0,0.0,6.71,2425200.0,11264.4,500.0,331500.0,663.0,0.0,0.0,4.01,4.01,10.0,0.0,80.0
276,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-15,16:19:42,SANDSTONE,2.35,8.5,381.0,8.5,18.0,6.0,18.0,0.0,0.0,3.0,30,11,1.15,6.1,800.0,0.0,0.0,0,0.01,91685.25,39015.0,24049.5,169.79,91685.25,180.0,540.0,0.0,0.0,6.71,1854827.67,29322.0,500.0,270000.0,540.0,0.0,0.0,3.81,3.81,10.0,0.0,80.0
277,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-05-15,16:27:10,SANDSTONE,2.35,8.0,381.0,9.0,19.0,7.65,19.0,0.0,0.0,2.0,14,11,1.15,5.34,700.0,0.0,0.0,0,0.01,45007.2,19152.0,9819.6,169.2,45007.2,107.1,266.0,0.0,0.0,6.71,757258.9,12944.4,500.0,133000.0,266.0,0.0,0.0,4.58,4.58,10.0,0.0,80.0
280,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-07,10:30:35,SANDSTONE,2.35,8.5,381.0,9.0,19.0,6.37,19.0,0.0,0.0,5.0,47,11,1.15,6.62,868.08,0.0,0.0,0,0.01,160539.08,68314.5,40881.07,179.78,160539.08,299.39,893.0,0.0,0.0,6.71,3152590.0,16934.4,500.0,446500.0,893.0,0.0,0.0,3.93,3.93,10.0,0.0,80.0
281,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-07,10:42:55,SANDSTONE,2.35,9.0,381.0,9.0,17.2,4.88,17.0,0.0,0.0,3.0,24,11,1.15,6.31,826.75,0.0,0.0,0,0.01,77662.8,33048.0,19882.08,188.14,77662.8,117.12,412.8,0.0,0.0,6.71,1533301.0,21751.2,500.0,206400.0,412.8,0.0,0.0,3.91,3.91,10.0,0.0,80.0
283,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-04-12,11:53:56,SANDSTONE,2.35,8.3,381.0,10.0,18.6,5.89,18.6,0.0,0.0,2.0,14,11,1.15,6.7,877.85,0.0,0.0,0,0.01,50791.02,21613.2,12314.12,195.05,50791.02,82.46,260.4,0.0,0.0,6.71,949581.0,17076.96,500.0,95000.0,260.4,0.0,0.0,4.12,4.12,10.0,0.0,80.0
284,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-04-12,11:59:26,SANDSTONE,2.35,8.5,381.0,9.0,19.0,6.0,19.0,0.0,0.0,4.0,33,11,1.15,0.0,890.9,0.0,0.0,0,0.0,112718.93,47965.5,29457.45,179.78,112718.93,198.0,627.0,0.0,0.0,6.71,2271533.0,44115.48,500.0,95000.0,627.0,0.0,0.0,3.83,3.83,10.0,0.0,80.0
285,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-04-14,12:15:30,SANDSTONE,2.35,8.5,381.0,9.5,19.0,6.0,19.0,0.0,0.0,4.0,23,11,1.15,6.87,900.5,0.0,0.0,0,0.01,82926.21,35287.75,20749.91,189.76,82926.21,138.0,437.0,0.0,0.0,6.71,1599770.23,29884.68,500.0,95000.0,437.0,0.0,0.0,4.0,4.0,10.0,0.0,80.0
286,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-04-14,12:25:08,SANDSTONE,2.35,8.5,381.0,9.0,18.0,6.0,18.0,0.0,0.0,4.0,24,11,1.15,0.0,875.0,0.0,0.0,0,0.0,77662.8,33048.0,21038.4,179.78,77662.8,144.0,432.0,0.0,0.0,6.71,1621939.0,24192.36,500.0,95000.0,432.0,0.0,0.0,3.69,3.69,10.0,0.0,80.0
287,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-04-15,12:51:09,SANDSTONE,2.35,8.5,381.0,9.0,19.5,6.0,19.5,0.0,0.0,5.0,25,11,1.15,0.0,921.2,0.0,0.0,0,0.0,87640.31,37293.75,23074.75,179.77,87640.31,150.0,487.5,0.0,0.0,6.71,1779283.0,27750.06,500.0,95000.0,487.5,0.0,0.0,3.8,3.8,10.0,0.0,80.0
288,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-04-15,12:55:42,SANDSTONE,2.35,8.6,381.0,9.0,19.0,6.01,19.0,0.0,0.0,3.0,22,11,1.15,6.98,914.5,0.0,0.0,0,0.01,76030.02,32353.2,20157.94,181.89,76030.02,132.22,418.0,0.0,0.0,6.71,1554348.0,31307.76,500.0,95000.0,418.0,0.0,0.0,3.77,3.77,10.0,0.0,80.0
290,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2023-06-08,14:50:59,SANDSTONE,2.35,8.0,381.0,8.75,16.0,6.01,16.0,0.0,0.0,5.0,75,11,1.15,4.98,652.0,0.0,0.0,0,0.01,197400.0,84000.0,49012.5,164.5,197400.0,450.75,1200.0,0.0,0.0,6.71,3781664.0,19882.8,500.0,95000.0,1200.0,0.0,0.0,4.03,4.03,5.0,5.0,90.0
325,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-12,11:24:42,SANDSTONE,2.35,8.5,381.0,10.5,20.0,6.3,19.5,40.0,0.0,7.0,52,11,1.15,6.9,850.0,0.0,0.0,0,0.8,106336.91,45249.75,22145.5,204.49,106336.91,163.8,520.0,10.0,0.0,12.45,1707749.03,7418.4,500.0,0.0,520.0,0.0,0.0,4.8,4.8,10.0,0.0,80.0
326,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-12,11:25:00,SANDSTONE,2.35,7.78,381.0,11.87,19.5,5.84,20.0,40.0,0.0,4.0,33,11,1.15,6.86,850.0,0.0,0.0,0,0.8,143232.69,60950.08,28107.75,222.58,0.0,192.72,643.5,0.0,0.0,6.71,2167528.0,8299.2,0.0,0.0,643.5,0.0,0.0,0.0,5.1,10.0,10.0,80.0
359,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-15,03:28:13,SANDSTONE,2.35,8.5,381.0,11.08,19.5,6.22,20.0,250.0,0.0,6.0,47,11,1.15,6.48,815.46,0.0,0.0,0,0.8,208043.62,88529.2,38408.87,227.0,208043.62,292.34,916.5,20.0,2.0,61.0,2962344.0,11830.8,500.0,458250.0,916.5,0.0,0.0,5.42,5.42,10.0,10.0,80.0
364,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-16,12:09:42,SANDSTONE,2.35,8.17,381.0,9.74,19.5,5.84,19.5,40.0,0.0,7.0,40,11,1.15,6.86,884.05,0.0,0.0,0,0.8,145862.43,62069.12,35432.0,187.0,145862.43,233.6,780.0,30.0,0.0,6.71,2731962.0,12843.6,500.0,390000.0,780.0,0.0,0.0,4.12,4.12,10.0,10.0,80.0
373,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-16,11:02:14,SANDSTONE,2.35,7.27,381.0,10.06,19.5,6.0,19.5,40.0,0.0,3.0,10,11,1.15,7.25,890.07,0.0,0.0,0,0.4,33514.67,14261.56,8918.2,171.87,33514.67,60.0,195.0,20.0,0.0,6.71,687616.4,2293.8,500.0,97500.0,195.0,0.0,0.0,3.76,3.76,10.0,10.0,80.0
444,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-18,11:04:11,SANDSTONE,2.35,8.22,381.0,9.75,19.0,6.38,19.0,250.0,0.0,4.0,22,11,1.15,6.63,870.13,0.0,0.0,0,0.8,78726.43,33500.61,19181.36,188.34,78726.43,140.36,418.0,0.0,0.0,6.71,1479047.77,6810.6,500.0,209000.0,418.0,0.0,0.0,4.1,4.1,10.0,10.0,80.0
488,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-20,01:14:02,SANDSTONE,2.35,5.92,381.0,10.44,19.5,6.82,19.5,250.0,0.0,3.0,21,11,1.15,6.23,816.82,0.0,0.0,0,0.8,59476.31,25309.07,17189.97,145.24,59476.31,143.22,409.5,50.0,0.0,17.5,1325795.0,7418.4,500.0,204750.0,409.5,0.0,0.0,3.46,3.46,10.0,10.0,80.0
567,Gevra,East Section,Between UK and LK (C) (OB),42 cum shovel CAT and PV,2023-06-25,04:07:29,SANDSTONE,2.35,6.42,381.0,10.13,19.0,6.13,19.0,100.0,0.0,2.0,8,11,1.15,6.86,900.27,0.0,0.0,0,0.8,23230.36,9885.26,7216.16,152.83,23230.36,49.04,152.0,0.0,0.0,6.71,556363.3,1411.2,500.0,76000.0,152.0,0.0,0.0,3.22,3.22,10.0,10.0,80.0
631,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-27,10:38:54,SANDSTONE,2.35,6.25,381.0,9.7,19.0,6.74,19.0,40.0,0.0,6.0,26,11,1.15,6.26,820.33,0.0,0.0,0,0.8,70379.56,29948.75,21374.08,142.47,70379.56,175.24,494.0,0.0,0.0,6.71,1648473.0,12147.6,500.0,247000.0,494.0,0.0,0.0,3.29,3.29,10.0,10.0,80.0
638,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-27,11:53:27,SANDSTONE,2.35,6.67,381.0,9.52,19.0,6.13,19.0,40.0,0.0,5.0,21,11,1.15,6.86,900.27,0.0,0.0,0,0.8,59539.27,25335.86,18942.42,149.22,59539.27,128.73,399.0,0.0,0.0,6.71,1460453.44,9892.8,500.0,199500.0,399.0,0.0,0.0,3.14,3.14,10.0,10.0,80.0
640,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-25,12:38:46,SANDSTONE,2.35,8.0,381.0,9.0,14.5,10.44,14.5,0.0,0.0,5.0,22,11,1.15,4.05,531.0,0.0,0.0,0,0.01,53974.8,22968.0,11706.2,169.2,53974.8,229.68,319.0,0.0,0.0,6.71,902859.7,3216.6,500.0,159500.0,319.0,0.0,0.0,4.61,4.61,10.0,0.0,80.0
641,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-25,13:56:32,SANDSTONE,2.35,7.0,381.0,8.0,7.0,5.81,7.0,0.0,0.0,5.0,20,11,1.15,1.19,156.0,0.0,0.0,0,0.0,18424.0,7840.0,3127.4,131.6,13818.0,116.2,140.0,0.0,0.0,6.71,241330.88,4869.6,500.0,70000.0,140.0,0.0,0.0,4.42,5.89,10.0,0.0,80.0
643,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-27,14:07:06,SANDSTONE,2.35,4.0,159.0,4.5,7.0,4.15,7.0,0.0,0.0,4.0,12,11,1.15,2.85,65.0,0.0,0.0,0,0.0,3553.2,1512.0,781.2,42.3,3553.2,49.8,84.0,0.0,0.0,6.71,60195.79,3016.2,500.0,42000.0,84.0,0.0,0.0,4.55,4.55,10.0,0.0,80.0
645,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-26,11:04:19,SANDSTONE,2.35,8.5,381.0,9.0,19.0,19.0,19.0,0.0,0.0,7.0,13,11,1.15,0.0,820.0,0.0,0.0,0,0.0,44404.43,18895.5,10679.5,179.78,0.0,247.0,247.0,0.0,0.0,6.71,823328.87,4775.4,500.0,95000.0,247.0,0.0,0.0,0.0,4.16,10.0,0.0,80.0
646,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-28,11:35:57,SANDSTONE,2.35,5.2,270.0,5.5,6.0,4.78,6.0,0.0,0.0,2.0,8,11,1.15,1.22,80.0,0.0,0.0,0,0.0,3226.08,1372.8,640.8,67.21,3226.08,38.24,48.0,0.0,0.0,6.71,49352.53,2071.8,500.0,24000.0,48.0,0.0,0.0,5.03,5.03,10.0,0.0,80.0
647,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-26,12:03:37,SANDSTONE,2.35,4.5,159.0,4.5,5.8,3.39,5.8,0.0,0.0,4.0,18,11,1.15,2.41,55.0,0.0,0.0,0,0.0,4968.14,2114.1,991.8,47.59,4968.14,61.02,104.4,0.0,0.0,6.71,76460.69,4291.2,500.0,52200.0,104.4,0.0,0.0,5.01,5.01,10.0,0.0,80.0
648,Gevra,East Section,Between UK (B) and LK (T),42 cum shovel CAT and PV,2023-06-24,12:31:35,SANDSTONE,2.35,8.0,381.0,8.0,12.0,8.57,12.0,0.0,0.0,6.0,23,11,1.15,3.43,450.0,0.0,0.0,0,0.0,41510.4,17664.0,10352.3,150.4,41510.4,197.11,276.0,0.0,0.0,6.71,795882.0,5560.2,500.0,138000.0,276.0,0.0,0.0,4.01,4.01,10.0,0.0,80.0
