blastcode,burden,optimized_burden,spacing,optimized_spacing,total_explosive_kg,optimized_explosive,total_cost,optimized_cost,predicted_frag_in_range,frag_in_range,predicted_oversize,frag_over_size,predicted_ppv,ppv
1048,6.1,4.573666518336658,8.54,6.089201770189655,12526.65,8771.86479299522,1461915.0,989053.6415609128,59.556200387614176,80.0,6.033560649809941,10.0,10.050943152493584,20.8
1107,6.35,4.444999999999999,9.96,6.972,22467.76,15727.431999999997,2512776.0,1703083.1999999997,80.12706693599024,80.0,10.070320057285333,10.0,4.635171184045039,0.0
663,2.5,1.75,2.8,1.9599999999999997,641.6,449.12,104160.0,64512.0,0.18802895102309064,0.0,-0.06828072815692932,0.0,-0.1000175820566363,0.0
272,8.9,6.2299999999999995,9.0,6.3,22619.28,15833.495999999997,2489928.0,1695069.5999999996,-6.8681314575601595,0.0,-0.47732539430103177,0.0,-0.7953080460987596,0.0
839,8.85,6.194999999999999,7.14,4.997999999999999,26418.51,18492.957,2936351.0,1993600.7,42.28594521053079,80.0,4.200143480027119,10.0,-0.0284638330122305,0.0
965,9.5,6.7410189459050285,11.0,8.881355402873398,14395.6,10250.785012668712,1601060.0,1117603.914504458,-0.9570022672675806,0.0,-0.17101788285458866,0.0,-1.5229983918082215,0.0
1792,7.51,5.257,10.66,7.462,29991.18,20993.825999999997,3350618.0,2271617.5999999996,27.06638309393581,0.0,3.2155081813012574,0.0,1.0946389240748569,0.0
2085,7.69,5.383,10.54,7.377999999999999,19913.96,13939.771999999999,2238396.0,1515007.2,25.139642535144507,0.0,3.4158371643425505,0.0,1.2884165221521777,0.0
1289,7.12,4.984,7.63,5.340999999999999,14970.1,10479.07,1677510.0,1136352.0,0.6292251211636553,0.0,-0.6305924784862266,0.0,0.9805859768687842,0.0
1081,7.94,5.558,9.21,6.447,31570.7,22099.489999999998,3489570.0,2372874.0,61.11386591682281,80.0,7.631169279258365,10.0,0.39968379298980994,0.0
281,9.0,6.3,9.0,6.3,19882.08,13917.456,2194608.0,1492881.6,16.33936490358385,0.0,0.04258609688408317,0.0,-0.6251797607111278,0.0
2408,8.78,6.145999999999999,7.9,5.53,8668.55,6067.984999999999,968854.9999999999,656778.4999999999,8.286167634542164,0.0,-0.06976400058286804,0.0,0.20052332420457278,0.0
962,6.91,4.837,9.87,6.908999999999999,18748.84,13124.188,2083884.0,1414828.8,77.05683911218183,80.0,9.118521017924902,10.0,7.085856294569483,7.14
963,10.58,7.798349868094787,9.57,6.7660845250769075,16620.2,11852.796085852158,1852020.0,1284293.5001482666,55.61521778211698,80.0,8.057594578853996,10.0,-0.24802022934515483,0.0
2782,14.0,9.799999999999999,15.68,10.975999999999999,8521.6,5965.12,947160.0,643062.0,-1.342702452691245,0.0,-0.028437494849977946,0.0,3.1761648391631625,6.8
251,7.5,5.25,8.5,5.949999999999999,16269.05,11388.335,1845405.0,1245898.5,10.51215209913821,0.0,0.10657704496053291,0.0,0.7230284466012177,0.0
2082,7.09,4.962999999999999,10.31,7.217,12428.66,8700.062,1385366.0,939831.2,24.984676603139793,0.0,3.1476006434272823,0.0,1.3293264021297297,0.0
631,6.25,4.60117000593218,9.7,6.822147898343159,21374.08,14964.661037610584,2384408.0,1624355.5220639827,85.43144216216336,80.0,10.444333484300296,10.0,2.04473933946881,0.0
2654,6.11,4.583934192176961,9.18,6.436535860075315,10220.4,7158.022480253148,1136040.0,775769.1381930753,18.150432076335356,0.0,2.021480400818869,0.0,0.2854655036566904,0.0
2131,6.15,4.556891017342721,8.8,6.233734807917857,6418.96,4495.565236761101,713896.0,487347.8099076367,21.249481564172125,0.0,1.474607049412118,0.0,-0.1565844693132644,0.0
2346,9.03,6.320999999999999,8.05,5.635,13857.6,9700.32,1537760.0,1044512.0,12.271527663553265,0.0,0.12174244666556831,0.0,-0.3769211081915317,0.0
643,4.0,2.8,4.5,3.15,781.2,546.84,120120.0,75264.0,0.18802895102309064,0.0,-0.040181413243324075,0.0,0.02218279790486653,0.0
283,8.3,6.044266411893935,10.0,7.02161449886057,12314.12,8620.43608191944,1361612.0,928618.9603508537,-1.7140345856095327,0.0,-0.38341177118904285,0.0,0.07310609935534702,0.0
2584,5.98,4.602701300239178,9.88,7.2593158299012845,8016.0,5615.384460193794,894100.0,613849.3334045372,13.768011556171952,0.0,1.0057990930766305,0.0,0.7667383985835698,0.0
665,4.5,3.15,5.0,3.5,6285.5,4399.849999999999,1018550.0,631085.0,-2.4395912518267298,0.0,-0.12298121727544453,0.0,-0.12580349595724963,0.0
863,5.0,3.5,6.0,4.199999999999999,2095.0,1466.5,309500.0,195650.0,6.691211189231279,0.0,0.6617926999588355,0.0,0.15782237419802933,0.0
1242,7.9,5.539635594993378,8.01,6.055910072443096,8631.4,6059.162798487305,958140.0,656280.7897928121,3.455798416051148,0.0,0.13027547961797553,0.0,-0.11211697182575767,0.0
